state.district,MemberName,Destination,TravelSponsor,Departure_Date,Return_Date,travel.time,namedate
IL6,"Roskam, Peter","Guatemala City, Guatemala",Woodrow Wilson International Center for Scholars,4/13/09,4/18/09,6,IL6 2009-04-13
IL6,"Roskam, Peter","Istanbul, Turkey",The Institute of Interfaith Dialogue for World Peace.,8/7/09,8/15/09,9,IL6 2009-08-07
IL6,"Roskam, Peter",Tel Aviv,American Israel Education Foundation,12/5/09,12/13/09,9,IL6 2009-12-05
IL6,"Roskam, Peter","Tel Aviv, Israel",American Israel Education Foundation,2/13/10,2/21/10,9,IL6 2010-02-13
IL6,"Roskam, Peter","Peoria, IL",MABAS,2/23/10,2/24/10,2,IL6 2010-02-23
IL6,"Roskam, Peter","Cambridge, MD",The Congressional Institute,5/6/10,5/8/10,3,IL6 2010-05-06
IL6,"Roskam, Peter","Tel Aviv, Israel",American Israel Education Foundation,7/5/10,7/12/10,8,IL6 2010-07-05
IL7,"Davis, Danny","Myrtle Beach, SC",American Probation and Parole Association,2/8/09,2/9/09,2,IL7 2009-02-08
IL7,"Davis, Danny","Albuquerque, NM",Malcolm X College/City Colleges fo Chicago,3/4/09,3/5/09,2,IL7 2009-03-04
IL7,"Davis, Danny","Atlanta, GA",National Fatherhood Leadership Group,4/28/09,4/29/09,2,IL7 2009-04-28
IL7,"Davis, Danny",New York City,National Fatherhood Leadership Group,6/22/09,6/23/09,2,IL7 2009-06-22
IL7,"Davis, Danny","Beijing, China",Omar Medical Supplies,8/17/09,8/20/09,4,IL7 2009-08-17
IL7,"Davis, Danny",Los Angeles,"University of Southern California, School of Social Work",10/15/09,10/16/09,2,IL7 2009-10-15
IL7,"Davis, Danny","Atlanta, GA",Morehouse College,2/8/10,2/11/10,4,IL7 2010-02-08
IL7,"Davis, Danny","Pheonix, AZ",First Institutional Babtist Church and Alpha Kappa Alpha Sorority-Delta Beta Omega Chapter,5/20/10,5/23/10,4,IL7 2010-05-20
IL7,"Davis, Danny","New Orleans, LA",National Fatherhood Leaders Group,6/14/10,6/16/10,3,IL7 2010-06-14
IL7,"Davis, Danny","Boston, MA",North American Management,6/27/10,6/28/10,2,IL7 2010-06-27
IL7,"Davis, Danny","Cherry Hill, NJ",Delaware Valley Fatherhood and Families Coalition,11/10/10,11/10/10,1,IL7 2010-11-10
IL8,"Bean, Melissa L.","Tel Aviv, Israel",American Israel Education Foundation (AIEF),8/8/09,8/16/09,9,IL8 2009-08-08
IL8,"Bean, Melissa L.","Williamsburg, VA",Third Way,10/23/09,10/24/09,2,IL8 2009-10-23
IL8,"Bean, Melissa L.","San Francisco, CA",The Information Technology and Innovation Foundation,6/2/10,6/4/10,3,IL8 2010-06-02
IL8,"Bean, Melissa L.","Philadelphia, PA",Third Way,11/12/10,11/14/10,3,IL8 2010-11-12
IL9,"Schakowsky, Janice","Aman, Jordan",The Aspen Institute Congressional Program,2/14/09,2/20/09,7,IL9 2009-02-14
IL9,"Schakowsky, Janice","Baltimore, MD",Catholic Health Association,2/19/09,2/20/09,2,IL9 2009-02-19
IL9,"Schakowsky, Janice",Dubrovnik,The Aspen Institute Congressional Program,5/26/09,6/1/09,7,IL9 2009-05-26
IL9,"Schakowsky, Janice","Charlottesville, VA",International Committee of the Red Cross,5/27/09,5/29/09,3,IL9 2009-05-27
IL9,"Schakowsky, Janice","Tel Aviv, Israel",American Israel Education Foundation,6/27/09,7/5/09,9,IL9 2009-06-27
IL9,"Schakowsky, Janice","Los Angeles, Ca","Maher Live, Inc.",8/21/09,8/22/09,2,IL9 2009-08-21
IL9,"Schakowsky, Janice","Madrid, Spain",The Aspen Institute Congressional Program,2/15/10,2/21/10,7,IL9 2010-02-15
IL9,"Schakowsky, Janice","New York, NY",Humpty Dumpty Institute,2/18/10,2/19/10,2,IL9 2010-02-18
IL9,"Schakowsky, Janice","Tunis, Tunisia",The Aspen Institute Congressional Program,5/31/10,6/6/10,7,IL9 2010-05-31
IL9,"Schakowsky, Janice","Ankara, Turkey",Turkish Coalition of America,7/3/10,7/11/10,9,IL9 2010-07-03
IL9,"Schakowsky, Janice","Johannesburg, South Africa","Infections Disease Society, DC America Foundation and Research Foundation",8/15/10,8/23/10,9,IL9 2010-08-15
IN2,"Donnelly, Joe","Williamsburg, VA",Third Way,10/23/09,10/25/09,3,IN2 2009-10-23
IN3,"Souder, Mark E.","Berlin, Germany",United States Association of Former Members of Congress' Congressional Study Group on Germany,3/28/10,4/2/10,6,IN3 2010-03-28
IN3,"Souder, Mark E.","Cambridge, MD",Congressional Institute,5/6/10,5/8/10,3,IN3 2010-05-06
IN4,"Buyer, Steve","Dayton, Ohio","German Marshall Fund of the United States (GMF), The Robert Bosch Stiftung",7/17/10,7/18/10,2,IN4 2010-07-17
IN5,"Burton, Dan","Cambridge, MD",The Congressional Institute,3/12/09,3/16/09,5,IN5 2009-03-12
IN5,"Burton, Dan","Seoul, South Korea",Dongguk University,4/9/09,4/13/09,5,IN5 2009-04-09
IN5,"Burton, Dan","Indianapolis, IN",International Academy of Oral Medicine and Toxicology,9/11/09,9/13/09,3,IN5 2009-09-11
IN6,"Pence, Mike","Hot Springs, VA",Congressional Institute,1/28/09,1/31/09,4,IN6 2009-01-28
IN6,"Pence, Mike","Hot Springs, VA",Congressional Institute,1/29/09,1/31/09,3,IN6 2009-01-29
IN6,"Pence, Mike","Baltimore, MD",The Heritage Foundation,2/5/09,2/6/09,2,IN6 2009-02-05
IN6,"Pence, Mike","Cambridge, MD",The Congressional Insititute,3/12/09,3/14/09,3,IN6 2009-03-12
IN6,"Pence, Mike","Cambridge, MD",The Congressional Institute,3/13/09,3/14/09,2,IN6 2009-03-13
IN6,"Pence, Mike","Boston, MA",Massachusetts Institute of Technology and Kauffman Foundation,5/27/09,5/31/09,5,IN6 2009-05-27
IN6,"Pence, Mike","Charlottesville,VA",The Heritage Foundation,1/14/10,1/16/10,3,IN6 2010-01-14
IN6,"Pence, Mike","Baltimore, MD",The Congressional Institute,1/28/10,1/30/10,3,IN6 2010-01-28
IN6,"Pence, Mike","Palm Beach, FL",Club for Growth,3/4/10,3/5/10,2,IN6 2010-03-04
IN6,"Pence, Mike","Cambridge, MD",The Congressional Institute,5/6/10,5/8/10,3,IN6 2010-05-06
IN6,"Pence, Mike","Tbilisi, Georgia",International Committee of Red Cross,7/3/10,7/11/10,9,IN6 2010-07-03
IN6,"Pence, Mike","Santa Barbara, CA",Young America's Foundation,8/26/10,8/28/10,3,IN6 2010-08-26
IN6,"Pence, Mike","Antietam, MD",Civil War Preservation Trust,9/3/10,9/3/10,1,IN6 2010-09-03
IN6,"Pence, Mike","Antietam, MD",Civil War Preservation Trust,9/10/10,9/10/10,1,IN6 2010-09-10
IN7,"Carson, Andre","New York, NY",The Humpty Dumpty Institute,7/10/09,7/13/09,4,IN7 2009-07-10
IN7,"Carson, Andre","New York, NY",The Humpty Dumpty Institute,7/12/09,7/13/09,2,IN7 2009-07-12
IN7,"Carson, Andre","Tunica, MS",Congressional Black Caucus Political Education and Leadership Institute.,8/13/09,8/16/09,4,IN7 2009-08-13
IN7,"Carson, Andre","Ankara, Turkey",Turkish Coalition of America,7/3/10,7/11/10,9,IN7 2010-07-03
IN7,"Carson, Andre","Las Vegas, NV",The Congressional Black Caucus Political Education and Leadership Institute (CBC Institute),11/4/10,11/7/10,4,IN7 2010-11-04
IN7,"Carson, Andre","Istanbul, Turkey",Legacy International,12/7/10,12/16/10,10,IN7 2010-12-07
IN8,"Ellsworth, Brad","Tel Aviv, Israel",American Israel Education Foundation,8/9/09,8/15/09,7,IN8 2009-08-09
IN9,"Hill, Baron P.","Jacksonville, FL",Third Way,6/5/09,6/7/09,3,IN9 2009-06-05
IN9,"Hill, Baron P.","Williamsburg, VA",Third Way,10/23/09,10/25/09,3,IN9 2009-10-23
IN9,"Hill, Baron P.","Brussels, Belgium",Bertelmann Foundation,8/29/10,9/5/10,8,IN9 2010-08-29
IN9,"Hill, Baron P.","Antietam, MD",Civil War Preservation Trust,9/10/10,9/10/10,1,IN9 2010-09-10
KS1,"Moran, Jerry (Amendment)","Philadelphia, PA",Mercatus,2/20/09,2/22/09,3,KS1 2009-02-20
KS1,"Moran, Jerry","Cambridge, MD",The Congressional Institute,3/12/09,3/14/09,3,KS1 2009-03-12
KS1,"Moran, Jerry","Havana, Cuba",Center for Democracy in Americas,3/28/10,4/1/10,5,KS1 2010-03-28
KS1,"Moran, Jerry","Tel Aviv, Israel",American Israel Education Foundation (AIEF),12/11/10,12/19/10,9,KS1 2010-12-11
KS2,"Jenkins, Lynn","Cambridge, MD",Congressional Institute,3/12/09,3/14/09,3,KS2 2009-03-12
KS2,"Jenkins, Lynn","Cambridge, MD",Congressional Institute,5/6/10,5/8/10,3,KS2 2010-05-06
KS3,"Moore, Dennis","San Salvador, El Salvador",Share Foundation,3/10/09,3/17/09,8,KS3 2009-03-10
KS4,"Tiahrt, Todd","Philadelphia, PA",The Mercatus Center at George Mason University,2/20/09,2/22/09,3,KS4 2009-02-20
KY1,"Whitfield, Ed","Aman, Jordan",The Aspen Institute Congressional Program,2/14/09,2/20/09,7,KY1 2009-02-14
KY1,"Whitfield, Ed","Philadelphia, PA",The Mercatus Center at George Mason University,2/20/09,2/22/09,3,KY1 2009-02-20
KY1,"Whitfield, Ed",Dubrovnik,The Aspen Congressional Program,5/26/09,6/1/09,7,KY1 2009-05-26
KY1,"Whitfield, Ed","Ankara, Turkey",Turkish Coalition of America,8/22/09,9/4/09,14,KY1 2009-08-22
KY1,"Whitfield, Ed","Istanbul, Turkey",The Calik Group,9/26/09,9/30/09,5,KY1 2009-09-26
KY1,"Whitfield, Ed",Ankara,Turkish Coalition of America,2/13/10,2/21/10,9,KY1 2010-02-13
KY1,"Whitfield, Ed","Ankara, Turkey",Turkish Coalition of America,3/27/10,4/3/10,8,KY1 2010-03-27
KY1,"Whitfield, Ed","Ankara, Turkey",Turkish Coalition Of America,7/3/10,7/11/10,9,KY1 2010-07-03
KY1,"Whitfield, Ed","White Sulphur Springs, WV",Southern States Energy Board,9/16/10,9/18/10,3,KY1 2010-09-16
KY2,"Guthrie, Brett","Ankara, Turkey",Turkish Coalition of America,8/22/09,8/30/09,9,KY2 2009-08-22
KY2,"Guthrie, Brett","Ankara, Macedonia",Turkish Coalition of America,8/14/10,8/22/10,9,KY2 2010-08-14
KY2,"Guthrie, Brett","Jerusalem, Israel",American Israel Education Foundation,12/11/10,12/19/10,9,KY2 2010-12-11
KY3,"Yarmuth, John","Bedford, PA",Democratic Leadership Council,10/23/09,10/25/09,3,KY3 2009-10-23
KY5,"Rogers, Harold","Liberia, Costa Rica",International Conservation Caucus Foundation and the U.S. Fish and Wildlife Service,4/6/10,4/12/10,7,KY5 2010-04-06
KY5,"Rogers, Harold","Ankara, Turkey",Turquoise Council of America and Eurasians,8/29/10,9/5/10,8,KY5 2010-08-29
KY6,"Chandler, Ben","Queenstown, MD",Partnership for a Secure America,5/22/10,5/23/10,2,KY6 2010-05-22
KY4,"Davis, Geoff","Amman, Jordan",The Aspen Institute Congressional Program,2/14/09,2/20/09,7,KY4 2009-02-14
KY4,"Davis, Geoff","Philadelphia, PA",Mercatus Center at George Mason University,2/20/09,2/22/09,3,KY4 2009-02-20
KY4,"Davis, Geoff","Cambridge, MD",Congressional Institute,5/6/10,5/8/10,3,KY4 2010-05-06
LA1,"Scalise, Steve","New Orleans, LA","National Health Policy Forum, George Washington University (NHPF is part of GWU)",5/25/09,5/28/09,4,LA1 2009-05-25
LA1,"Scalise, Steve","Tel Aviv, Israel",American Israel Education Foundation,8/1/09,8/9/09,9,LA1 2009-08-01
LA1,"Scalise, Steve","Charlottesville, VA",The Heritage Foundation,1/14/10,1/16/10,3,LA1 2010-01-14
LA1,"Scalise, Steve","New York, NY",The Humpty Dumpty Institute,12/9/10,12/10/10,2,LA1 2010-12-09
LA2,"Cao, Anh ""Joseph""","New York, NY",The Humpty Dumpty Institute,7/13/09,7/13/09,1,LA2 2009-07-13
LA2,"Cao, Anh ""Joseph""","Cambridge, MD",The Congressional Institute,5/6/10,5/8/10,3,LA2 2010-05-06
LA3,"Melancon, Charlie","Williamsburg, VA",Third Way,10/23/09,10/25/09,3,LA3 2009-10-23
LA3,"Melancon, Charlie","New Orleans, LA","Louisiana Sugarcane Foundation, Inc.",11/19/09,11/21/09,3,LA3 2009-11-19
LA3,"Melancon, Charlie","Jeruselam and Tel Aviv, Israel",AIEF,12/5/09,12/13/09,9,LA3 2009-12-05
LA4,"Fleming, John",Jerusalem,American Israel Education Foundation (AIEF),6/27/09,7/5/09,9,LA4 2009-06-27
LA4,"Fleming, John","Tel Aviv, Israel",American Israel Education Foundation (AIEF,9/1/09,9/9/09,9,LA4 2009-09-01
LA4,"Fleming, John","Charlottesville, VA",The Heritage Foundation,1/14/10,1/16/10,3,LA4 2010-01-14
LA4,"Fleming, John","Cambridge, MD",Congressional Institute,5/6/10,5/8/10,3,LA4 2010-05-06
LA6,"Cassidy, Bill","Chalmette, Louisiana",Louisiana Sugar Cane Foundation,11/19/09,11/21/09,3,LA6 2009-11-19
LA6,"Cassidy, Bill","Tel Aviv, Israel",American Israel Education Foundation (AIEF),1/4/10,1/10/10,7,LA6 2010-01-04
LA6,"Cassidy, Bill","Cambridge, MD",Congressional Insitute,5/6/10,5/8/10,3,LA6 2010-05-06
LA7,"Boustany, Charles W.","Cambridge, MD",Congressional Institute,3/12/09,3/14/09,3,LA7 2009-03-12
LA7,"Boustany, Charles W.","New Orleans, LA","Louisiana Sugar Cane Foundation, Inc.",11/19/09,11/21/09,3,LA7 2009-11-19
MA1,"Olver, John W.","Jerusalem, Israel",American Israel Education Foundation,12/11/10,12/19/10,9,MA1 2010-12-11
MA10,"Delahunt, William D.","Kiev, Ukraine",German Marshall Fund of the United States,1/13/10,1/19/10,7,MA10 2010-01-13
MA10,"Delahunt, William D.","Amman, Jordan",J Street Education Fund,2/12/10,2/19/10,8,MA10 2010-02-12
MA10,"Delahunt, William D.","Dayton, Ohio","German Marshall Fund of the United States (GMF), The Robert Bosch Stiftung",7/16/10,7/17/10,2,MA10 2010-07-16
MA10,"Delahunt, William D.","Ankara, Turkey",The Franklin Center for Global Policy Exchanges of Turkey,11/6/10,11/12/10,7,MA10 2010-11-06
MA2,"Neal, Richard","Ottawa, Ontario",Franklin Center for Global Policy Exchange.,8/9/09,8/12/09,4,MA2 2009-08-09
MA3,"McGovern, James","Havana, Cuba","Finca Vigia Foundation, Inc.",4/17/09,4/20/09,4,MA3 2009-04-17
MA3,"McGovern, James","San Salvador, El Salvador","Washington Office on Latin America (WOLA), 1666 Connecticut Ave. NW, Washington, D.C. 2009",11/11/09,11/16/09,6,MA3 2009-11-11
MA3,"McGovern, James","San Salvador, El Salvador",Washington Office on Latin America,3/19/10,3/25/10,7,MA3 2010-03-19
MA3,"McGovern, James","Bogota, Columbia",U.S. Institute of Peace (USIP),7/29/10,8/6/10,9,MA3 2010-07-29
MA4,"Frank, Barney","Jacksonville, FL",The Tobin Project,4/24/09,4/25/09,2,MA4 2009-04-24
MA4,"Frank, Barney","Los Angeles, CA","Maher Live, Inc.",5/1/09,5/2/09,2,MA4 2009-05-01
MA4,"Frank, Barney","Rockport, ME",National League of Cities,8/4/09,8/5/09,2,MA4 2009-08-04
MA4,"Frank, Barney","New York, NY",Practicing Law Institute,1/28/10,1/29/10,2,MA4 2010-01-28
MA4,"Frank, Barney","Los Angeles, CA",NBC Studios,8/30/10,8/31/10,2,MA4 2010-08-30
MA6,"Tierney, John F.","Amman, Jordan",The Aspen Institute Congressional Program,2/14/09,2/20/09,7,MA6 2009-02-14
MA6,"Tierney, John F.","Tunis, Tunisia",The Aspen Institute Congressional Program,5/31/10,6/6/10,7,MA6 2010-05-31
MA7,"Markey, Edward J.",LA Selva Biological Field Stat,"The Gordon and Betty Moore Foundation, The David and Lucille Packard Foundation, Organization for Tr",8/29/09,9/2/09,5,MA7 2009-08-29
MA7,"Markey, Edward J.","Mexico City, Mexico",Center for Dalogue and Analysis on North America (Centro de Dialogo y Analisis sobre America del Nor,11/21/09,11/24/09,4,MA7 2009-11-21
MA7,"Markey, Edward J.","Las Vegas, NV",Consumer Electronics Association,1/7/10,1/9/10,3,MA7 2010-01-07
MA8,"Capuano, Michael","Boston, MA",Amtrak,3/4/10,3/5/10,2,MA8 2010-03-04
MD1,"Kratovil, Frank","Tel Aviv, Israel",American Israel Education Foundation (AIEF),8/8/09,8/16/09,9,MD1 2009-08-08
MD1,"Kratovil, Frank","Tel Aviv, Israel",American Israel Education Foundation,2/13/10,2/21/10,9,MD1 2010-02-13
MD2,"Ruppersberger, C.","Raleigh, NC",American Youth Policy Forum,2/15/10,2/17/10,3,MD2 2010-02-15
MD2,"Ruppersberger, C.","Boston, MA",Amtrak,3/4/10,3/5/10,2,MD2 2010-03-04
MD2,"Ruppersberger, C.","Ankara, Turkey",Turkish Coalition of America,7/3/10,7/11/10,9,MD2 2010-07-03
MD3,"Sarbanes, John","Philadelphia, PA",The Mercatus Center at George Mason University,2/20/09,2/22/09,3,MD3 2009-02-20
MD3,"Sarbanes, John","Princeton, NJ",Princeton University,4/18/10,4/20/10,3,MD3 2010-04-18
MD3,"Sarbanes, John","Baltimore, MD",The Aspen Institute Education and Society Program,5/21/10,5/21/10,1,MD3 2010-05-21
MD3,"Sarbanes, John","Antietam, MD",Civil War Preservation Trust,9/10/10,9/10/10,1,MD3 2010-09-10
MD4,"Edwards, Donna F.",Tel Aviv -,New America Foundation,5/22/09,5/28/09,7,MD4 2009-05-22
MD4,"Edwards, Donna F.","Atlanta, GA",Congressional Black Caucus Foundation,12/4/09,12/4/09,1,MD4 2009-12-04
MD4,"Edwards, Donna F.","Ankara, Turkey",Turkish Coalition of America,3/27/10,4/3/10,8,MD4 2010-03-27
MD5,"Hoyer, Steny","Tel Aviv, Israel",American Israel Education Foundation (AIEF),8/8/09,8/16/09,9,MD5 2009-08-08
MD5,"Hoyer, Steny",Tel Aviv,American Israel Education Foundation (AIEF),8/9/09,8/16/09,8,MD5 2009-08-09
MD5,"Hoyer, Steny",Williamsburg,Third Way,10/23/09,10/25/09,3,MD5 2009-10-23
MD5,"Hoyer, Steny","Tel Aviv, Israel",American Israel Education Foundation (AIEF),2/13/10,2/21/10,9,MD5 2010-02-13
MD5,"Hoyer, Steny","Wilmington, Delaware",Amtrak (National Railroad Passenger Corporation),2/17/10,2/17/10,1,MD5 2010-02-17
MD5,"Hoyer, Steny","Philadelphia, PA",Third Way,11/12/10,11/14/10,3,MD5 2010-11-12
MD6,"Bartlett, Roscoe G.","Baltimore, MD",The Heritage Foundation,2/5/09,2/7/09,3,MD6 2009-02-05
MD6,"Bartlett, Roscoe G.","Charlottesville, VA",The Heritage Foundation,1/14/10,1/16/10,3,MD6 2010-01-14
MD6,"Bartlett, Roscoe G.","Ankara, Turkey",Turkish Coalition of America,2/13/10,2/21/10,9,MD6 2010-02-13
MD6,"Bartlett, Roscoe G.","Madrid, Spain",The Aspen Institute Congressional Program,2/15/10,2/21/10,7,MD6 2010-02-15
MD6,"Bartlett, Roscoe G.","Jerusalem, Israel",American Israel Education Foundation,12/11/10,12/19/10,9,MD6 2010-12-11
MD7,"Cummings, Elijah",Mercatus Center,Mercatus Center,2/20/09,2/22/09,3,MD7 2009-02-20
MD7,"Cummings, Elijah","Tunica, Mississippi",CBCPELI,8/13/09,8/14/09,2,MD7 2009-08-13
MD7,"Cummings, Elijah","Orlando, FL","Progressive National Baptist Convention, Inc.",8/5/10,8/6/10,2,MD7 2010-08-05
MD8,"Van Hollen, Chris","Baltimore, MD",National Farm to School Network,6/30/09,6/30/09,1,MD8 2009-06-30
MD8,"Van Hollen, Chris","Brussels, Belgium",Bertelsmann Foundation,8/31/10,9/4/10,5,MD8 2010-08-31
MD8,"Van Hollen, Chris","Philadelphia, PA",Third Way,11/12/10,11/14/10,3,MD8 2010-11-12
MD8,"Van Hollen, Chris","Tel Aviv, Israel",American Israel Education Foundation,12/12/10,12/19/10,8,MD8 2010-12-12
ME2,"Michaud, Michael H.","Hilton Head, SC",Forest Resources Association,3/14/09,3/15/09,2,ME2 2009-03-14
ME2,"Michaud, Michael H.","Ankara, Turkey",Turkish Coalition of America,7/3/10,7/11/10,9,ME2 2010-07-03
MI1,"Stupak, Bart","Queenstown, MD",Partnership for a Secure America,11/14/09,11/15/09,2,MI1 2009-11-14
MI1,"Stupak, Bart","Milford, MI",General Motors,5/13/10,5/14/10,2,MI1 2010-05-13
MI10,"Miller, Candice S.","Tel Aviv, Israel",American Israel Education Foundation,2/13/10,2/21/10,9,MI10 2010-02-13
MI12,"Levin, Sander","Baltimore, MD","Catholic Health Association, Alliance for Health Reform, The Commonwealth Fund",2/19/09,2/20/09,2,MI12 2009-02-19
MI12,"Levin, Sander","London, England",Eccles Centre for American Studies at the British Library,11/20/09,11/29/09,10,MI12 2009-11-20
MI12,"Levin, Sander","Atlanta, GA",Healthcare Information and Management Systems Society,3/1/10,3/2/10,2,MI12 2010-03-01
MI12,"Levin, Sander","New York, NY",NYS Association for Affordable Housing,4/29/10,4/29/10,1,MI12 2010-04-29
MI12,"Levin, Sander","Atlanta, GA",International Fiskal Association - USA Branch,5/11/10,5/20/10,10,MI12 2010-05-11
MI12,"Levin, Sander","Naples, FL",Organization for International Investment,5/13/10,5/14/10,2,MI12 2010-05-13
MI12,"Levin, Sander","Lansing, MI",MHA Keystone Center for Patient Safety & Quality; a subsidiary of the Michigan Health & Hospital Ass,5/24/10,5/25/10,2,MI12 2010-05-24
MI12,"Levin, Sander","Miami, FL",National Health Policy Forum,6/2/10,6/4/10,3,MI12 2010-06-02
MI12,"Levin, Sander","Chicago, IL",International Fiscal Association,6/16/10,6/16/10,1,MI12 2010-06-16
MI12,"Levin, Sander","Chicago, IL",National Council of State Housing Agencies,6/22/10,6/25/10,4,MI12 2010-06-22
MI12,"Levin, Sander","Chicago, IL",National Organization of Social Security Claimants' Representatives (NOSSCR),9/22/10,9/23/10,2,MI12 2010-09-22
MI12,"Levin, Sander","Toronto, Canada",American Bar Association Section of Taxation,9/23/10,9/25/10,3,MI12 2010-09-23
MI12,"Levin, Sander","Dallas, TX",Southern Methodist University Dedman School of Law and the Dallas Bar Association Tax Section,10/24/10,10/27/10,4,MI12 2010-10-24
MI12,"Levin, Sander","New York, NY",National Center on Philanthropy and the Law,10/28/10,10/29/10,2,MI12 2010-10-28
MI12,"Levin, Sander","Cleveland, OH",Conference conducted by Cleveland Metropolitan Bar Association and Case Western Reserve School of La,11/3/10,11/3/10,1,MI12 2010-11-03
MI12,"Levin, Sander","Chicago, IL",University of Chicago Law School,11/11/10,11/14/10,4,MI12 2010-11-11
MI12,"Levin, Sander","Chicago, IL",Tax Executives Institute Education Fund,11/17/10,11/21/10,5,MI12 2010-11-17
MI13,"Kilpatrick, Carolyn C.",Ankara - Istanbul - Patara - I,Turkish Coalition of America,5/24/09,5/31/09,8,MI13 2009-05-24
MI13,"Kilpatrick, Carolyn C.","Memphis, TN",Congressional Black Caucus Political Education and Leadership Institute (CBC Institute),8/13/09,8/16/09,4,MI13 2009-08-13
MI13,"Kilpatrick, Carolyn C.","Queenstown, MD",Partnership for a Secure America,11/14/09,11/15/09,2,MI13 2009-11-14
MI13,"Kilpatrick, Carolyn C.","Greensboro, NC",Congressional Black Caucus Foundation,4/18/10,4/19/10,2,MI13 2010-04-18
MI14,"Conyers, John","Las Vegas, NV",Consumer Electronics Association,1/7/09,1/9/09,3,MI14 2009-01-07
MI14,"Conyers, John","Las Vegas, NV",Consumer Electronics Association (CEA),1/8/09,1/10/09,3,MI14 2009-01-08
MI14,"Conyers, John","Irvine, CA",Equal Justice Society,1/30/09,2/1/09,3,MI14 2009-01-30
MI14,"Conyers, John","Philadelphia, PA",Physicians for National Health Program,3/6/09,3/7/09,2,MI14 2009-03-06
MI14,"Conyers, John","Providence, RI",Rhode Island Progressive Democrats of America,3/18/09,3/19/09,2,MI14 2009-03-18
